ma_gia_su,ho_ten,gioi_tinh,nam_sinh,hoc_vi,chuyen_nganh,truong_hoc_ma,truong_hoc_ten,loai_truong,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,nam_kinh_nghiem,hinh_thuc_day,hoc_phi_trung_binh_gio,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,lop_hoc_ma,lop_hoc_ten,cap_hoc,hoc_phi_trung_binh_gio_day_mon,ma_hoc_sinh_danh_gia,diem_xep_hang,ngay_danh_gia
GS_EX_0200,Bùi Hồng Trang,nu,1995,Thac si,Quản trị Kinh doanh,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,3,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0376,3.69,2026-03-06
GS_EX_0201,Trần Thái Đức,nam,2001,Thac si,Sư phạm Toán,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,8,online,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,HS_EX_0491,4.32,2026-03-08
GS_EX_0202,Ngô Đình Hùng,nam,1999,Cu nhan,Ngôn ngữ Anh,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,3,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,HS_EX_0914,4.8,2026-03-09
GS_EX_0203,Bùi Xuân Vy,nu,2000,Ky su,Ngôn ngữ Anh,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,8,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_EX_0978,3.53,2026-03-11
GS_EX_0204,Nguyễn Đình Tuấn,nam,1997,Ky su,Ngôn ngữ Anh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,8,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,250000,,,
GS_EX_0205,Phạm Hồng Mai,nu,1996,Thac si,Công nghệ thông tin,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,1,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,250000,HS_EX_0802,3.65,2026-03-29
GS_EX_0206,Nguyễn Đức Nam,nam,1999,Cu nhan,Sư phạm Toán,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,6,online,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,250000,HS_EX_0105,3.65,2026-03-25
GS_EX_0207,Hoàng Đức Đạt,nam,2003,Thac si,Công nghệ thông tin,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,8,online,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_EX_0234,4.27,2026-03-17
GS_EX_0208,Đặng Xuân Châu,nu,1998,Cu nhan,Ngôn ngữ Anh,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,3,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,180000,HS_EX_0302,4.19,2026-03-18
GS_EX_0209,Trần Hải Khoa,nam,1999,Thac si,Quản trị Kinh doanh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,4,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_EX_0849,4.82,2026-03-24
GS_EX_0210,Đặng Hữu Hùng,nam,1997,Cu nhan,Công nghệ thông tin,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,8,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,250000,HS_EX_0572,4.36,2026-03-14
GS_EX_0211,Bùi Hồng Mai,nu,2001,Thac si,Quản trị Kinh doanh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,3,online,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_EX_0888,4.86,2026-03-17
GS_EX_0212,Ngô Hải Huy,nam,1997,Ky su,Ngôn ngữ Anh,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,4,online,150000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,150000,HS_EX_0022,4.88,2026-03-13
GS_EX_0213,Ngô Quang Hùng,nam,2000,Cu nhan,Ngôn ngữ Anh,DH_TM,Đại học Thương mại,dai_hoc,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,8,online,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,180000,HS_EX_0196,4.45,2026-03-08
GS_EX_0214,Bùi Thị Mai,nu,2000,Thac si,Quản trị Kinh doanh,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,2,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,150000,HS_EX_0110,3.75,2026-03-27
GS_EX_0215,Đặng Đình Hùng,nam,1999,Thac si,Quản trị Kinh doanh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,6,online,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,180000,HS_EX_0512,4.93,2026-03-05
GS_EX_0216,Phạm Đình Đạt,nam,1999,Cu nhan,Quản trị Kinh doanh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,3,online,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0878,3.78,2026-03-12
GS_EX_0217,Dương Hữu Khoa,nam,2000,Cu nhan,Ngôn ngữ Anh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,7,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,250000,HS_EX_0103,4.53,2026-03-15
GS_EX_0218,Trần Bảo Hân,nu,2001,Thac si,Ngôn ngữ Anh,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,2,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,250000,,,
GS_EX_0219,Ngô Trọng Kiệt,nam,1998,Thac si,Công nghệ thông tin,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,7,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,250000,HS_EX_0585,4.26,2026-03-18
GS_EX_0220,Vũ Thị Vy,nu,2000,Cu nhan,Công nghệ thông tin,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,7,online,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,180000,,,
GS_EX_0221,Nguyễn Văn Phú,nam,2003,Cu nhan,Ngôn ngữ Anh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,1,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,150000,HS_EX_0885,3.65,2026-03-18
GS_EX_0222,Trần Trọng Đức,nam,2003,Ky su,Ngôn ngữ Anh,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,7,online,150000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,150000,,,
GS_EX_0223,Dương Thanh Trang,nu,1999,Thac si,Sư phạm Toán,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,2,online,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,250000,HS_EX_0032,4.02,2026-03-10
GS_EX_0224,Bùi Hoàng Mai,nu,2003,Cu nhan,Sư phạm Toán,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,2,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,180000,HS_EX_0281,4.41,2026-03-12
GS_EX_0225,Vũ Hoàng Hân,nu,1999,Cu nhan,Ngôn ngữ Anh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,2,online,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_EX_0076,4.53,2026-03-06
GS_EX_0226,Ngô Thu Mai,nu,2003,Thac si,Ngôn ngữ Anh,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,2,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,250000,HS_EX_0502,3.81,2026-03-30
GS_EX_0227,Ngô Thanh An,nu,1995,Ky su,Công nghệ thông tin,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,4,online,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,250000,HS_EX_0295,4.06,2026-03-06
GS_EX_0228,Phạm Mai Mai,nu,2002,Cu nhan,Ngôn ngữ Anh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,8,online,250000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,250000,,,
GS_EX_0229,Ngô Thị Thu,nu,2003,Cu nhan,Ngôn ngữ Anh,DH_TM,Đại học Thương mại,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,7,online,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_EX_0084,4.05,2026-03-24
GS_EX_0230,Vũ Đức Kiệt,nam,2002,Cu nhan,Công nghệ thông tin,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,6,online,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,180000,HS_EX_0269,3.63,2026-03-30
GS_EX_0231,Ngô Đình Tuấn,nam,1996,Cu nhan,Ngôn ngữ Anh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,8,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,200000,HS_EX_0975,4.07,2026-03-27
GS_EX_0232,Đỗ Ngọc Nhung,nu,1998,Thac si,Sư phạm Toán,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,1,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,200000,HS_EX_0662,3.64,2026-03-30
GS_EX_0233,Hoàng Thái Phú,nam,2000,Cu nhan,Quản trị Kinh doanh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,4,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_EX_0971,4.18,2026-04-01
GS_EX_0234,Dương Xuân Vy,nu,2003,Thac si,Công nghệ thông tin,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,1,online,200000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,200000,,,
GS_EX_0235,Lý Hải Cường,nam,2003,Thac si,Công nghệ thông tin,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,7,online,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,180000,HS_EX_0030,3.96,2026-03-19
GS_EX_0236,Vũ Ngọc Thảo,nu,1999,Thac si,Ngôn ngữ Anh,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,3,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_EX_0066,4.0,2026-03-18
GS_EX_0237,Bùi Thu Châu,nu,2002,Ky su,Quản trị Kinh doanh,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,6,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,250000,HS_EX_0851,3.61,2026-04-02
GS_EX_0238,Lê Bảo Hân,nu,2003,Ky su,Ngôn ngữ Anh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,3,online,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_EX_0564,4.66,2026-03-06
GS_EX_0239,Bùi Hải Huy,nam,1997,Thac si,Quản trị Kinh doanh,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,8,online,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,180000,HS_EX_0767,4.68,2026-03-30
GS_EX_0240,Đỗ Thu An,nu,2003,Ky su,Ngôn ngữ Anh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,4,online,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,200000,HS_EX_0673,4.32,2026-03-22
GS_EX_0241,Trần Hồng An,nu,2000,Cu nhan,Ngôn ngữ Anh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,2,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,150000,HS_EX_0385,4.57,2026-03-25
GS_EX_0242,Lý Thái Đạt,nam,1998,Thac si,Công nghệ thông tin,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,6,online,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,200000,HS_EX_0488,4.4,2026-03-19
GS_EX_0243,Đỗ Thị Hân,nu,2003,Cu nhan,Quản trị Kinh doanh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,5,online,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,180000,HS_EX_0399,4.46,2026-03-08
GS_EX_0244,Lê Xuân Thảo,nu,2002,Thac si,Quản trị Kinh doanh,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,7,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0127,3.5,2026-03-15
GS_EX_0245,Trần Xuân Linh,nu,1998,Cu nhan,Quản trị Kinh doanh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,3,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_EX_0246,3.95,2026-03-06
GS_EX_0246,Hoàng Mai Thu,nu,1995,Thac si,Sư phạm Toán,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,3,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,200000,HS_EX_0288,3.97,2026-03-29
GS_EX_0247,Ngô Văn Phú,nam,2003,Thac si,Công nghệ thông tin,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,2,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,250000,HS_EX_0597,4.25,2026-03-15
GS_EX_0248,Hoàng Đức Hùng,nam,2003,Cu nhan,Ngôn ngữ Anh,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,5,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,150000,,,
GS_EX_0249,Bùi Minh Cường,nam,1997,Cu nhan,Sư phạm Toán,DH_TM,Đại học Thương mại,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,2,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,180000,,,
GS_EX_0250,Ngô Thái Đức,nam,1995,Thac si,Ngôn ngữ Anh,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,8,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,150000,HS_EX_0082,4.62,2026-03-21
GS_EX_0251,Hoàng Thị Mai,nu,2000,Ky su,Quản trị Kinh doanh,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,2,truc_tiep,200000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,200000,HS_EX_0486,4.96,2026-03-20
GS_EX_0252,Hoàng Đức Khoa,nam,2003,Thac si,Ngôn ngữ Anh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,5,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,250000,HS_EX_0352,4.42,2026-03-20
GS_EX_0253,Lê Thanh Thảo,nu,2001,Thac si,Ngôn ngữ Anh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,4,online,150000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,150000,HS_EX_0820,3.9,2026-03-04
GS_EX_0254,Hoàng Thị Trang,nu,1999,Cu nhan,Ngôn ngữ Anh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,6,online,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,250000,HS_EX_0721,3.65,2026-03-24
GS_EX_0255,Phạm Xuân Mai,nu,2000,Thac si,Công nghệ thông tin,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,8,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,250000,HS_EX_0615,3.5,2026-03-23
GS_EX_0256,Trần Hồng Thu,nu,1999,Cu nhan,Sư phạm Toán,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,1,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,180000,,,
GS_EX_0257,Lý Ngọc Mai,nu,1995,Cu nhan,Công nghệ thông tin,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,7,online,200000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,200000,HS_EX_0181,3.59,2026-03-20
GS_EX_0258,Đặng Đình Huy,nam,1999,Cu nhan,Quản trị Kinh doanh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,4,online,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,180000,,,
GS_EX_0259,Ngô Hữu Đạt,nam,2002,Ky su,Quản trị Kinh doanh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,2,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,150000,HS_EX_0870,4.46,2026-03-26
GS_EX_0260,Dương Hữu Hùng,nam,2002,Cu nhan,Ngôn ngữ Anh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,1,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0073,3.85,2026-03-07
GS_EX_0261,Lý Hồng Mai,nu,1998,Cu nhan,Quản trị Kinh doanh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,7,truc_tiep,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,200000,HS_EX_0200,3.9,2026-03-09
GS_EX_0262,Bùi Hải Phú,nam,2003,Thac si,Sư phạm Toán,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,6,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_EX_0327,4.5,2026-03-19
GS_EX_0263,Vũ Bảo Trang,nu,2000,Ky su,Sư phạm Toán,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,5,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,180000,HS_EX_0089,3.96,2026-03-19
GS_EX_0264,Vũ Thái Kiệt,nam,1997,Thac si,Ngôn ngữ Anh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,1,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_EX_0726,4.72,2026-04-02
GS_EX_0265,Phạm Hoàng Trang,nu,2001,Cu nhan,Sư phạm Toán,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,3,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,200000,HS_EX_0154,3.7,2026-03-04
GS_EX_0266,Ngô Trọng Đạt,nam,2003,Thac si,Sư phạm Toán,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,1,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,150000,,,
GS_EX_0267,Lý Hoàng Thảo,nu,2003,Ky su,Quản trị Kinh doanh,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,1,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_EX_0736,3.65,2026-03-13
GS_EX_0268,Ngô Xuân Trang,nu,2000,Thac si,Sư phạm Toán,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,1,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0828,3.92,2026-03-23
