ma_hoc_sinh,ho_ten,truong_hoc_ma,truong_hoc_ten,loai_truong,lop_hoc_ma,lop_hoc_ten,cap_hoc,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,hoc_luc,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,hinh_thuc_hoc,muc_tieu_hoc_tap,ngan_sach_toi_da_gio,so_buoi_moi_tuan,trang_thai_nhu_cau,ngay_dang
HS_WB_0186,Đặng Hải Đức,THPT_ST,THPT Sơn Tây,thpt,LOP_12,Lớp 12,thpt,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-22
HS_WB_0187,Đặng Văn Đức,THPT_NT_HCM,THPT Nguyễn Trãi,thpt,LOP_12,Lớp 12,thpt,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,yeu,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-24
HS_WB_0188,Lý Mai Trang,THPT_DD,THPT Đống Đa,thpt,LOP_06,Lớp 6,thcs,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-08
HS_WB_0189,Vũ Thị Nhung,THPT_CBQ,THPT Cao Bá Quát,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,xuat_sac,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-18
HS_WB_0190,Đặng Quang Tuấn,THPT_NT_HCM,THPT Nguyễn Trãi,thpt,LOP_09,Lớp 9,thcs,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-27
HS_WB_0191,Trần Đình Phú,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-14
HS_WB_0192,Bùi Thanh Vy,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_12,Lớp 12,thpt,KV_HN_LB,Long Biên,Long Biên,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-26
HS_WB_0193,Đỗ Hữu Kiệt,THPT_CBQ,THPT Cao Bá Quát,thpt,LOP_10,Lớp 10,thpt,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-28
HS_WB_0194,Trần Thị Linh,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-06
HS_WB_0195,Hoàng Xuân Vy,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_06,Lớp 6,thcs,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-29
HS_WB_0196,Đặng Thu Trang,THPT_OIK,THPT Ông Ích Khiêm,thpt,LOP_06,Lớp 6,thcs,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-04-01
HS_WB_0197,Lê Bảo Vy,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_12,Lớp 12,thpt,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-18
HS_WB_0198,Ngô Văn Huy,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_09,Lớp 9,thcs,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-29
HS_WB_0199,Lý Hồng Vy,THPT_VD,THPT Việt Đức,thpt,LOP_12,Lớp 12,thpt,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-09
HS_WB_0200,Đặng Hải Đạt,THPT_VD,THPT Việt Đức,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-19
HS_WB_0201,Nguyễn Đình Kiệt,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_10,Lớp 10,thpt,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-24
HS_WB_0202,Bùi Bảo Vy,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,xuat_sac,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-13
HS_WB_0203,Ngô Thanh An,THPT_TL,THPT Thăng Long,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-24
HS_WB_0204,Phạm Văn Nam,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_09,Lớp 9,thcs,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-10
HS_WB_0205,Vũ Đình Khoa,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-22
HS_WB_0206,Nguyễn Đức Cường,THPT_TP_HN,THPT Trần Phú - Hoàn Kiếm,thpt,LOP_09,Lớp 9,thcs,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,kha,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-10
HS_WB_0207,Lý Thu Nhung,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_12,Lớp 12,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-19
HS_WB_0208,Vũ Ngọc Châu,THPT_MC,THPT Marie Curie,thpt,LOP_10,Lớp 10,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-07
HS_WB_0209,Nguyễn Hoàng An,THPT_CG,THPT Cầu Giấy,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-11
HS_WB_0210,Bùi Trọng Đạt,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_06,Lớp 6,thcs,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-25
HS_WB_0211,Dương Quang Kiệt,THPT_TP_HN,THPT Trần Phú - Hoàn Kiếm,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-30
HS_WB_0212,Đỗ Hồng Nhung,THPT_OIK,THPT Ông Ích Khiêm,thpt,LOP_09,Lớp 9,thcs,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,xuat_sac,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-22
HS_WB_0213,Bùi Ngọc Thu,THPT_CBQ,THPT Cao Bá Quát,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-29
HS_WB_0214,Vũ Minh Hùng,THPT_PDP,THPT Phan Đình Phùng,thpt,LOP_12,Lớp 12,thpt,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-05
HS_WB_0215,Đặng Xuân Châu,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-29
HS_WB_0216,Trần Hoàng Thảo,THPT_YH,THPT Yên Hòa,thpt,LOP_12,Lớp 12,thpt,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-13
HS_WB_0217,Ngô Đình Kiệt,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_10,Lớp 10,thpt,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-04-03
HS_WB_0218,Vũ Hồng Châu,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_06,Lớp 6,thcs,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-30
HS_WB_0219,Dương Văn Kiệt,THPT_GD,THPT Gia Định,thpt,LOP_12,Lớp 12,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-07
HS_WB_0220,Trần Thái Hùng,THPT_CG,THPT Cầu Giấy,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-25
HS_WB_0221,Đặng Quang Khoa,THPT_AMS,THPT Chuyên Hà Nội - Amsterdam,thpt,LOP_10,Lớp 10,thpt,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,gioi,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-23
HS_WB_0222,Ngô Minh Huy,THPT_TD,THPT Thủ Đức,thpt,LOP_06,Lớp 6,thcs,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-30
HS_WB_0223,Nguyễn Thị Linh,THPT_GD,THPT Gia Định,thpt,LOP_06,Lớp 6,thcs,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-25
HS_WB_0224,Nguyễn Thái Kiệt,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_09,Lớp 9,thcs,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-06
HS_WB_0225,Trần Thu An,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_12,Lớp 12,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-31
HS_WB_0226,Vũ Hoàng Vy,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_09,Lớp 9,thcs,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-07
HS_WB_0227,Vũ Quang Hùng,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_06,Lớp 6,thcs,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-18
HS_WB_0228,Đặng Bảo Hân,THPT_TD,THPT Thủ Đức,thpt,LOP_09,Lớp 9,thcs,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,yeu,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-22
HS_WB_0229,Lý Xuân Hân,THPT_TPh,THPT Thái Phiên,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-31
HS_WB_0230,Hoàng Minh Cường,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_06,Lớp 6,thcs,KV_HN_LB,Long Biên,Long Biên,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-05
HS_WB_0231,Ngô Thị Nhung,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_09,Lớp 9,thcs,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-17
HS_WB_0232,Lý Thị Hân,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_12,Lớp 12,thpt,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-15
HS_WB_0233,Đặng Ngọc An,THPT_BTX,THPT Bùi Thị Xuân,thpt,LOP_06,Lớp 6,thcs,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-21
HS_WB_0234,Bùi Đình Nam,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_12,Lớp 12,thpt,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-30
HS_WB_0235,Vũ Văn Nam,THPT_TL,THPT Thăng Long,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-07
HS_WB_0236,Hoàng Hoàng Thu,THPT_NT_HCM,THPT Nguyễn Trãi,thpt,LOP_09,Lớp 9,thcs,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-25
HS_WB_0237,Hoàng Đình Đức,THPT_VTS,THPT Võ Thị Sáu,thpt,LOP_06,Lớp 6,thcs,KV_HN_LB,Long Biên,Long Biên,Hà Nội,kha,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-12
HS_WB_0238,Phạm Trọng Đạt,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_06,Lớp 6,thcs,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-20
HS_WB_0239,Dương Đức Tuấn,THPT_TD,THPT Thủ Đức,thpt,LOP_10,Lớp 10,thpt,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-15
HS_WB_0240,Lê Đình Đức,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_10,Lớp 10,thpt,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-08
HS_WB_0241,Vũ Minh Đạt,THPT_KL,THPT Kim Liên,thpt,LOP_12,Lớp 12,thpt,KV_HN_LB,Long Biên,Long Biên,Hà Nội,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-31
HS_WB_0242,Dương Thái Huy,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_10,Lớp 10,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-21
HS_WB_0243,Lê Bảo Trang,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,trung_binh,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-04-02
HS_WB_0244,Dương Mai Vy,THPT_VTS,THPT Võ Thị Sáu,thpt,LOP_12,Lớp 12,thpt,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,xuat_sac,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-27
HS_WB_0245,Đặng Hoàng An,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_12,Lớp 12,thpt,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-11
HS_WB_0246,Nguyễn Quang Đạt,THPT_NTH_HCM,THPT Nguyễn Thượng Hiền,thpt,LOP_09,Lớp 9,thcs,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-14
HS_WB_0247,Trần Quang Đức,THPT_NTH_HCM,THPT Nguyễn Thượng Hiền,thpt,LOP_09,Lớp 9,thcs,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,gioi,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-17
HS_WB_0248,Hoàng Xuân Thảo,THPT_MC,THPT Marie Curie,thpt,LOP_12,Lớp 12,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-24
HS_WB_0249,Lý Trọng Phú,THPT_TD,THPT Thủ Đức,thpt,LOP_10,Lớp 10,thpt,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-21
HS_WB_0250,Vũ Minh Kiệt,THPT_NTH_HCM,THPT Nguyễn Thượng Hiền,thpt,LOP_06,Lớp 6,thcs,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,xuat_sac,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-17
HS_WB_0251,Lê Hoàng Mai,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_12,Lớp 12,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,xuat_sac,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-16
HS_WB_0252,Bùi Minh Kiệt,THPT_BTX,THPT Bùi Thị Xuân,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,xuat_sac,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-11
HS_WB_0253,Ngô Đức Nam,THPT_NH,THPT Nguyễn Hiền,thpt,LOP_06,Lớp 6,thcs,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,xuat_sac,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-12
HS_WB_0254,Nguyễn Thái Hùng,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_06,Lớp 6,thcs,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-10
HS_WB_0255,Lê Mai Thu,THPT_PN,THPT Phú Nhuận,thpt,LOP_10,Lớp 10,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,trung_binh,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-20
HS_WB_0256,Nguyễn Thái Đức,THPT_VD,THPT Việt Đức,thpt,LOP_09,Lớp 9,thcs,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,yeu,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-05
HS_WB_0257,Hoàng Đình Đức,THPT_MC,THPT Marie Curie,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,kha,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-30
HS_WB_0258,Lê Quang Hùng,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,gioi,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-15
HS_WB_0259,Đặng Quang Cường,THPT_DD,THPT Đống Đa,thpt,LOP_06,Lớp 6,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,trung_binh,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-16
HS_WB_0260,Đỗ Hải Hùng,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,yeu,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-24
