ma_gia_su,ho_ten,gioi_tinh,nam_sinh,hoc_vi,chuyen_nganh,truong_hoc_ma,truong_hoc_ten,loai_truong,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,nam_kinh_nghiem,hinh_thuc_day,hoc_phi_trung_binh_gio,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,lop_hoc_ma,lop_hoc_ten,cap_hoc,hoc_phi_trung_binh_gio_day_mon,ma_hoc_sinh_danh_gia,diem_xep_hang,ngay_danh_gia
GS_WB_0257,Lê Thái Phú,nam,2001,Ky su,Công nghệ thông tin,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,3,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,150000,HS_WB_0159,3.71,2026-03-10
GS_WB_0258,Ngô Thu Nhung,nu,1997,Thac si,Công nghệ thông tin,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,6,ca_hai,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,180000,HS_WB_0736,4.78,2026-03-19
GS_WB_0259,Lê Xuân Châu,nu,2000,Thac si,Công nghệ thông tin,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,3,online,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,200000,HS_WB_0095,4.41,2026-03-16
GS_WB_0260,Lý Hoàng Trang,nu,1997,Ky su,Ngôn ngữ Anh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,6,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,150000,,,
GS_WB_0261,Trần Văn Đạt,nam,1996,Ky su,Công nghệ thông tin,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,1,ca_hai,250000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_WB_0412,4.92,2026-03-26
GS_WB_0262,Đỗ Hồng Vy,nu,1996,Thac si,Công nghệ thông tin,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,6,ca_hai,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,,,
GS_WB_0263,Đặng Hồng Thu,nu,2001,Ky su,Sư phạm Toán,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,7,online,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,200000,,,
GS_WB_0264,Nguyễn Thanh Thu,nu,2003,Cu nhan,Ngôn ngữ Anh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,2,ca_hai,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,200000,HS_WB_0082,4.86,2026-03-07
GS_WB_0265,Trần Thị Hân,nu,2002,Thac si,Quản trị Kinh doanh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,7,ca_hai,250000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,250000,HS_WB_0201,4.23,2026-03-05
GS_WB_0266,Ngô Đình Cường,nam,1998,Cu nhan,Quản trị Kinh doanh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,6,online,150000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,150000,HS_WB_0412,4.49,2026-03-28
GS_WB_0267,Dương Mai Linh,nu,2002,Cu nhan,Sư phạm Toán,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,7,ca_hai,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,250000,HS_WB_0644,3.85,2026-03-17
GS_WB_0268,Đặng Đức Hùng,nam,2000,Thac si,Quản trị Kinh doanh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,3,online,250000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,250000,HS_WB_0086,4.26,2026-03-07
GS_WB_0269,Đặng Xuân An,nu,2000,Thac si,Sư phạm Toán,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,4,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,250000,HS_WB_0490,3.99,2026-03-27
GS_WB_0270,Lê Hoàng Mai,nu,2000,Cu nhan,Ngôn ngữ Anh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,6,ca_hai,150000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,150000,HS_WB_0142,3.64,2026-03-22
GS_WB_0271,Ngô Thị An,nu,1996,Thac si,Công nghệ thông tin,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,5,ca_hai,180000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_WB_0488,4.41,2026-03-15
GS_WB_0272,Hoàng Hữu Đức,nam,2003,Ky su,Công nghệ thông tin,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,8,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,180000,,,
GS_WB_0273,Ngô Đình Cường,nam,2002,Cu nhan,Sư phạm Toán,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,7,ca_hai,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,200000,HS_WB_0880,4.06,2026-03-07
GS_WB_0274,Ngô Ngọc Thu,nu,1995,Thac si,Quản trị Kinh doanh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,5,online,200000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,200000,HS_WB_0145,4.62,2026-03-23
GS_WB_0275,Vũ Minh Hùng,nam,2003,Ky su,Công nghệ thông tin,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,7,online,250000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_WB_0830,4.03,2026-03-06
GS_WB_0276,Bùi Hồng Nhung,nu,1997,Ky su,Ngôn ngữ Anh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,5,ca_hai,150000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,150000,HS_WB_0496,4.55,2026-03-19
GS_WB_0277,Đỗ Quang Hùng,nam,2003,Ky su,Quản trị Kinh doanh,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,1,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,180000,HS_WB_0402,4.84,2026-03-22
GS_WB_0278,Bùi Thái Hùng,nam,2002,Ky su,Công nghệ thông tin,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,2,online,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,200000,HS_WB_0744,3.95,2026-03-16
GS_WB_0279,Đặng Thu Châu,nu,2000,Cu nhan,Công nghệ thông tin,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,2,ca_hai,150000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,150000,,,
GS_WB_0280,Đặng Thị Vy,nu,2002,Cu nhan,Sư phạm Toán,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,2,online,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,180000,HS_WB_0845,4.06,2026-03-21
GS_WB_0281,Ngô Bảo Hân,nu,1995,Ky su,Công nghệ thông tin,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,1,ca_hai,150000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_WB_0465,3.88,2026-03-06
GS_WB_0282,Lý Xuân Trang,nu,2003,Cu nhan,Ngôn ngữ Anh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,6,online,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,150000,HS_WB_0211,3.89,2026-03-16
GS_WB_0283,Dương Ngọc Nhung,nu,1996,Ky su,Ngôn ngữ Anh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,7,online,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_WB_0656,4.81,2026-03-25
GS_WB_0284,Nguyễn Hải Đức,nam,2000,Thac si,Ngôn ngữ Anh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,3,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_WB_0038,4.4,2026-03-06
GS_WB_0285,Trần Thanh Thảo,nu,2002,Cu nhan,Công nghệ thông tin,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,4,ca_hai,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,180000,HS_WB_0843,4.53,2026-03-18
GS_WB_0286,Dương Thái Khoa,nam,1996,Cu nhan,Sư phạm Toán,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,3,ca_hai,180000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_WB_0773,4.66,2026-03-11
GS_WB_0287,Ngô Thu Linh,nu,1999,Cu nhan,Sư phạm Toán,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,3,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,250000,HS_WB_0123,3.92,2026-03-10
GS_WB_0288,Ngô Thu Trang,nu,1999,Ky su,Quản trị Kinh doanh,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,1,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_WB_0286,3.64,2026-03-27
GS_WB_0289,Vũ Trọng Đức,nam,2001,Thac si,Công nghệ thông tin,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,3,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_WB_0231,4.34,2026-03-04
GS_WB_0290,Lý Xuân Thảo,nu,1995,Cu nhan,Quản trị Kinh doanh,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,8,ca_hai,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_WB_0789,4.99,2026-04-01
GS_WB_0291,Phạm Thanh An,nu,2000,Thac si,Ngôn ngữ Anh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,5,online,250000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,250000,,,
GS_WB_0292,Dương Thị Châu,nu,1997,Ky su,Sư phạm Toán,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,2,online,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,HS_WB_0394,4.77,2026-03-12
GS_WB_0293,Dương Trọng Tuấn,nam,2001,Cu nhan,Quản trị Kinh doanh,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,5,ca_hai,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,200000,HS_WB_0223,4.31,2026-03-31
GS_WB_0294,Vũ Quang Kiệt,nam,1996,Thac si,Sư phạm Toán,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,5,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,200000,,,
GS_WB_0295,Bùi Quang Phú,nam,1996,Cu nhan,Công nghệ thông tin,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,5,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,250000,,,
GS_WB_0296,Trần Xuân Thảo,nu,1998,Ky su,Sư phạm Toán,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,6,online,150000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,150000,HS_WB_0870,4.47,2026-03-11
GS_WB_0297,Lê Thanh Mai,nu,1996,Ky su,Công nghệ thông tin,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,4,online,200000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,200000,HS_WB_0722,4.41,2026-03-04
GS_WB_0298,Phạm Thái Đạt,nam,1999,Thac si,Sư phạm Toán,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,6,online,150000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,150000,HS_WB_0140,4.01,2026-03-18
GS_WB_0299,Ngô Bảo Vy,nu,2001,Thac si,Quản trị Kinh doanh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,1,online,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,200000,HS_WB_0552,4.69,2026-03-13
GS_WB_0300,Dương Quang Phú,nam,2000,Ky su,Công nghệ thông tin,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,3,online,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,180000,HS_WB_0989,4.89,2026-03-16
GS_WB_0301,Lý Thu Trang,nu,1996,Cu nhan,Ngôn ngữ Anh,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,3,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,200000,HS_WB_0849,4.66,2026-03-24
GS_WB_0302,Lê Xuân Vy,nu,2002,Ky su,Ngôn ngữ Anh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,3,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_WB_0055,4.45,2026-03-19
GS_WB_0303,Dương Bảo Thu,nu,2000,Thac si,Sư phạm Toán,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,6,ca_hai,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,200000,HS_WB_0645,3.87,2026-03-30
GS_WB_0304,Dương Hải Đức,nam,1996,Ky su,Quản trị Kinh doanh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,2,online,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,200000,HS_WB_0146,4.17,2026-03-05
GS_WB_0305,Dương Thanh Châu,nu,1995,Thac si,Ngôn ngữ Anh,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,5,ca_hai,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,250000,HS_WB_0999,3.68,2026-03-28
GS_WB_0306,Phạm Thị Thảo,nu,1995,Cu nhan,Quản trị Kinh doanh,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,3,ca_hai,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,180000,HS_WB_0421,4.37,2026-03-08
GS_WB_0307,Nguyễn Văn Phú,nam,2003,Ky su,Ngôn ngữ Anh,DH_FPT,Đại học FPT,dai_hoc,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,7,ca_hai,250000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_WB_0423,4.72,2026-03-31
GS_WB_0308,Phạm Xuân An,nu,1995,Ky su,Ngôn ngữ Anh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,2,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,250000,HS_WB_0506,4.85,2026-03-07
GS_WB_0309,Ngô Hải Nam,nam,2000,Ky su,Sư phạm Toán,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,5,ca_hai,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,180000,HS_WB_0598,4.23,2026-03-23
GS_WB_0310,Lê Đình Huy,nam,2000,Thac si,Công nghệ thông tin,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,5,online,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,180000,HS_WB_0692,4.3,2026-03-28
GS_WB_0311,Dương Đức Đức,nam,2001,Cu nhan,Quản trị Kinh doanh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,8,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,180000,HS_WB_0791,4.29,2026-03-10
GS_WB_0312,Ngô Đức Phú,nam,1997,Cu nhan,Quản trị Kinh doanh,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,4,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_WB_0335,4.76,2026-03-18
GS_WB_0313,Đặng Trọng Đạt,nam,2002,Ky su,Quản trị Kinh doanh,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,7,ca_hai,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,250000,HS_WB_0682,4.65,2026-03-11
GS_WB_0314,Dương Xuân Thảo,nu,1998,Thac si,Ngôn ngữ Anh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,8,ca_hai,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,180000,HS_WB_0209,4.79,2026-03-05
GS_WB_0315,Hoàng Bảo Thảo,nu,2002,Cu nhan,Sư phạm Toán,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,1,ca_hai,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,180000,HS_WB_0892,4.88,2026-03-10
GS_WB_0316,Trần Thu Vy,nu,1997,Ky su,Ngôn ngữ Anh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,1,ca_hai,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,180000,HS_WB_0667,4.49,2026-03-28
GS_WB_0317,Đặng Thu Linh,nu,2001,Cu nhan,Ngôn ngữ Anh,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,5,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,200000,HS_WB_0932,4.99,2026-03-12
GS_WB_0318,Dương Ngọc An,nu,1998,Thac si,Ngôn ngữ Anh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,6,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,150000,HS_WB_0440,4.3,2026-03-15
GS_WB_0319,Lê Thanh Trang,nu,1997,Cu nhan,Quản trị Kinh doanh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,8,ca_hai,150000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,150000,HS_WB_0772,4.55,2026-03-06
GS_WB_0320,Lê Minh Huy,nam,1996,Cu nhan,Sư phạm Toán,DH_TM,Đại học Thương mại,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,8,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,250000,HS_WB_0494,3.59,2026-03-27
GS_WB_0321,Đỗ Thị Nhung,nu,1995,Ky su,Ngôn ngữ Anh,DH_FPT,Đại học FPT,dai_hoc,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,6,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,180000,HS_WB_0160,4.73,2026-03-25
GS_WB_0322,Ngô Quang Hùng,nam,2002,Thac si,Sư phạm Toán,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,8,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_WB_0440,3.56,2026-03-29
GS_WB_0323,Dương Ngọc Hân,nu,1997,Cu nhan,Ngôn ngữ Anh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,6,online,150000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,150000,HS_WB_0070,3.61,2026-03-18
GS_WB_0324,Hoàng Đức Huy,nam,1999,Cu nhan,Ngôn ngữ Anh,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,3,ca_hai,200000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,200000,HS_WB_0025,3.52,2026-03-10
GS_WB_0325,Lý Thanh Thu,nu,1998,Thac si,Sư phạm Toán,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,2,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_WB_0088,4.31,2026-03-27
